GeneName_Symbol	log2FoldChange
BC007180	-0.0072
Fpgt	0.0109
Lrriq3	-0.0077
RP24-95D6.2	-0.0122
4930570G19Rik	-0.0971
Negr1	0.0233
ENSMUSG00000104696	0.0021
ENSMUSG00000105290	0.0083
ENSMUSG00000106018	0.0109
ENSMUSG00000105803	-0.0147
Zranb2	0.0397
Cth	0.0166
ENSMUSG00000104528	0.0043
1810013D15Rik	0.0135
Ankrd13c	-0.0225
ENSMUSG00000105643	0.0238
Srsf11	0.0073
ENSMUSG00000105201	-0.0303
Lrrc40	0.02
Rpe65	-0.0147
Wls	-5e-04
AI838599	0.0173
Tmem68	0.0942
Tgs1	0.0199
Lyn	-0.0857
9430025C20Rik	0.0094
Rps20	5e-04
Chchd7	0.0035
Gm11808	-6e-04
Penk	-0.0121
Impad1	0.0696
Fam110b	0.0439
Ubxn2b	-0.0672
Sdcbp	-0.1022
Nsmaf	0.018
Tox	-0.0836
Car8	-0.0263
Rab2a	-0.076
Chd7	-0.0095
Asph	-0.0191
4930412C18Rik	-0.0234
Gm12918	-0.0037
2610301B20Rik	-0.009
Plekhf2	0.0016
Ndufaf6	-0.0432
Gm11827	-0.0027
Trp53inp1	0.0017
Ccne2	-0.0015
Ints8	-0.0392
Dpy19l4	0.02
1110037F02Rik	-0.0127
Gm11831	0.0044
Rad54b	-0.0371
Fsbp	0.009
Gem	0.014
Pdp1	0.0176
1700123M08Rik	0.0115
Tmem67	-0.0368
Rbm12b2	0.0409
Gm11839	0.0025
Rbm12b1	-0.0369
Fam92a	0.062
Triqk	0.015
Runx1t1	-0.0465
Otud6b	-0.0011
Tmem55a	0.1504
Gm11837	-0.0019
Necab1	0.0081
Tmem64	-0.0352
Calb1	-0.0981
Decr1	0.0591
Nbn	0.0053
Osgin2	0.1451
Ripk2	0.0245
A530072M11Rik	0.0128
Mmp16	0.0127
Cpne3	-0.0393
Rmdn1	0.0728
Gm12353	0.0043
Wwp1	-0.0056
Ttpa	0.0086
Ggh	0.1431
Ccnc	-0.042
Tstd3	0.1296
Usp45	0.019
Pnisr	0.0645
Coq3	0.0368
Faxc	0.0165
Fbxl4	-0.01
RP23-381K3.4	-0.0026
Pou3f2	0.023
Gm30731	0.0446
Mms22l	0.0032
Klhl32	0.0303
Gm11899	0.002
Ndufaf4	-0.0337
Ufl1	0.0276
Fut9	0.0334
Manea	-0.0091
Gm11914	-0.035
Epha7	0.001
Map3k7	-0.0089
Bach2	0.0117
Bach2os	-0.0031
Casp8ap2	0.0209
Mdn1	0.0532
Lyrm2	-0.0423
Ankrd6	-0.0301
Rragd	-0.0072
4933421O10Rik	0.011
Ube2j1	-0.0151
Gabrr2	-0.0013
Pm20d2	0.0056
Srsf12	-0.0089
Pnrc1	-0.0667
Gm11934	0.0126
Rngtt	-0.0119
Cnr1	-0.0032
Gm12350	-0.0414
Akirin2	0.1661
Orc3	0.038
Rars2	-0.0539
Slc35a1	-0.004
1700003M02Rik	-0.029
Smim8	0.0051
Zfp292	-0.034
Mob3b	1e-04
3110043O21Rik	-0.0141
Gm12366	-0.0047
Aco1	0.0313
Ddx58	-0.0238
Topors	0.0062
Toporsos	-0.0324
Ndufb6	-0.0363
Aptx	-0.0368
Dnaja1	-0.0896
Smu1	-0.0919
Gm12396	-0.0164
B4galt1	-0.0295
Bag1	-0.2966
Chmp5	-0.1447
Nfx1	-0.0278
Nol6	0.035
Ube2r2	-0.1382
Ubap2	-0.003
Dcaf12	0.0152
Gm26049	0.0141
Ubap1	-0.0463
Kif24	0.0196
Nudt2	-0.0202
AI464131	0.0679
1110017D15Rik	-0.1013
Fam219a	0.118
Gm12404	0.0022
Dnaic1	-0.175
Enho	-0.0343
Gm12406	0.0118
Gm12405	0.0127
Cntfr	1.4201
Il11ra1	-0.178
Rpp25l	-0.0441
Dctn3	-0.0582
Sigmar1	0.1107
Galt	0.0233
Ccl27a	-0.0331
ENSMUSG00000118434	0.0081
BC049635	0.0109
N28178	0.0016
Dnajb5	0.1244
Vcp	-0.0797
Fancg	0.01
Pigo	0.0373
Stoml2	-0.1231
Fam214b	0.1872
Gm26881	0.0052
Unc13b	0.0077
Atp8b5	-0.0033
Rusc2	-0.0248
Fam166b	-0.1093
Tesk1	-6e-04
Cd72	-0.0092
Ccdc107	-0.0384
Arhgef39	-0.0057
Car9	-0.0159
Tpm2	-2.0639
Tln1	-0.1776
Creb3	-0.0183
Gba2	-0.0153
Rgp1	-0.0351
Gm12473	3e-04
Npr2	0.0534
Spag8	-0.0551
Hint2	-0.099
Fam221b	0.0252
Tmem8b	0.0084
Hrct1	-0.0324
5430416O09Rik	-0.0153
Reck	-0.5815
Glipr2	-0.0346
Clta	-0.0305
Gne	-0.0112
Rnf38	-0.0425
Zcchc7	0.1639
Grhpr	0.0481
Zbtb5	0.0135
1700055D18Rik	-3e-04
Polr1e	0.0043
Fbxo10	0.0205
Tomm5	-0.0035
Frmpd1	0.0184
Trmt10b	-3e-04
Exosc3	-0.0408
Dcaf10	0.0132
Slc25a51	0.0523
E230008N13Rik	-0.0146
Tdrd7	-0.0094
Tmod1	-0.026
Tstd2	-0.0333
Ncbp1	0.0503
Xpa	0.0931
5830415F09Rik	-0.0027
Anp32b	-0.1145
Nans	0.0241
Trim14	-0.0112
Tbc1d2	0.0116
Gabbr2	-0.0136
Anks6	-0.0391
Galnt12	-0.0105
Tgfbr1	-1.4191
Alg2	0.1514
Sec61b	-0.0556
Nr4a3	-0.0086
Stx17	-3e-04
Erp44	0.0786
Invs	0.0163
Tex10	0.0023
Msantd3	0.0267
Tmeff1	-1.2535
Lppr1	-0.011
Mrpl50	-0.0182
Zfp189	0.0048
Aldob	0.0114
Tmem246	0.0666
Rnf20	0.0808
Grin3a	0.0395
Ppp3r2	0.0036
Smc2	-0.0036
Nipsnap3b	-0.0508
Abca1	0.0088
4930412L05Rik	0.0097
AI427809	0.0078
Slc44a1	-0.0013
Fsd1l	-0.0308
Fktn	0.0348
Tmem38b	-0.0093
Zfp462	0.0212
Rad23b	0.0559
Klf4	-0.0174
2310081O03Rik	-0.009
Ikbkap	-0.031
Fam206a	0.0182
Ctnnal1	-0.0643
Tmem245	-7e-04
Frrs1l	0.0581
Epb4.1l4b	-0.0069
Ptpn3	-0.0054
Gm12537	0.0251
D630039A03Rik	-0.0061
Txn1	0.0163
Musk	-0.0147
Lpar1	-0.0152
AI314180	0.0326
Zkscan16	-0.0094
Ptgr1	0.0125
Dnajc25	0.033
Gng10	-0.0264
Ugcg	0.023
Susd1	0.0074
Ptbp3	-0.0308
Hsdl2	-0.0495
E130308A19Rik	-0.0961
Inip	-0.0676
Snx30	0.0168
Gm12543	0
Zfp37	-0.0417
Slc31a2	-0.1041
Fkbp15	0.0268
Slc31a1	-0.373
Cdc26	-0.0049
Prpf4	0.046
Wdr31	0.0063
Bspry	0.0012
Hdhd3	-0.0014
Alad	-0.0644
Pole3	-0.0505
4933430I17Rik	0.0072
Rgs3	-0.0085
Gm11209	0.0216
Col27a1	0.0016
Akna	-0.0724
Whrn	-0.0624
Atp6v1g1	-0.0918
6330416G13Rik	0.0174
Tnc	0.0164
8030451A03Rik	0.0127
Astn2	-0.0227
Trim32	0.0742
Tlr4	0.0094
Brinp1	-0.0129
Gm11223	-0.0459
Cdk5rap2	-0.0272
Gm11226	0.0411
Megf9	-0.0669
Tle1	0.0696
C630043F03Rik	0.0674
Aldoart1	-0.025
Kdm4c	-0.006
A230083N12Rik	-0.0036
Tmem261	-0.0022
Ptprd	-0.0476
Lurap1l	-0.0537
Mpdz	0.0072
Nfib	0.0238
Gm11266	0.0044
Gm11267	-0.0069
Zdhhc21	0.0023
Frem1	0.0058
Ttc39b	-0.0069
Snapc3	0.0193
Psip1	-0.0333
Ccdc171	0.0173
Cntln	0.0128
Sh3gl2	-0.0056
Adamtsl1	-0.0092
Rraga	0.1639
Haus6	0.0044
Plin2	-0.0731
Dennd4c	-0.0074
Rps6	-0.1405
Acer2	-0.0291
Slc24a2	-0.0056
Mllt3	-0.0194
Focad	-0.0125
Ptplad2	0.0177
Mrpl48-ps	-0.0218
Klhl9	0.0151
Mtap	0.013
Cdkn2b	-0.0284
Gm12669	6e-04
Tusc1	0.0197
Gm12655	0.0479
Caap1	0.0254
Plaa	-0.0472
Gm12657	-0.01
Ift74	-0.0571
Tek	-0.0339
Mysm1	-0.0784
Jun	-0.0437
Junos	-0.0088
Fggy	0.0868
Hook1	-0.0017
Cyp2j8	-0.0086
Cyp2j6	-0.0089
Cyp2j9	-0.0082
Gm12696	0.0158
E130114P18Rik	0.0239
Gm12676	0.0157
Nfia	-0.0484
0610025J13Rik	-0.0014
Tm2d1	-0.0542
Inadl	-0.006
Usp1	-0.0115
Dock7	-0.0135
Angptl3	-0.0084
Atg4c	0.0154
Gm12689	0.0037
Alg6	0.0061
Itgb3bp	0.0789
Efcab7	-0.0064
Pgm2	0.014
Ror1	-0.0067
Ube2u	0.0014
Cachd1	-0.0478
Raver2	0.0713
Jak1	-3e-04
E130102H24Rik	0.0323
0610043K17Rik	0.0154
Ak4	0.0334
Dnajc6	-0.0267
Leprot	-0.2142
Gm12799	-0.0125
Pde4b	0.0405
Sgip1	0.0235
Gm12709	0.0288
Tctex1d1	-0.0203
Wdr78	-0.0549
Mier1	0.0172
Slc35d1	0.02
ENSMUSG00000107726	0.0051
Oma1	-0.0831
Gm12715	0.0473
Dab1	-0.0173
Prkaa2	-0.0131
Ppap2b	0.1181
Gm12725	0.0045
Gm12724	0.0086
Usp24	0.0873
Dhcr24	0.1227
Pars2	0.0045
Ttc4	-0.0269
Mroh7	0.1995
Acot11	-0.1153
Ssbp3	-0.0812
Gm12786	0.0079
Mrpl37	-0.0627
Cyb5rl	-0.0134
Tceanc2	0.0231
Tmem59	-0.1134
Lrrc42	0.0272
Hspb11	-0.0299
Yipf1	-0.057
Gm12870	0.026
Ndc1	-0.0136
Glis1	-0.0048
4933424M12Rik	0.021
Lrp8os3	0.0114
Lrp8	-0.1064
Lrp8os2	3e-04
Magoh	0.0042
0610037L13Rik	-0.0231
Cpt2	0.0194
Podn	-0.0149
Scp2	-0.1719
Echdc2	0.036
Zyg11b	0.0176
Coa7	-0.061
Gpx7	0.0404
Zcchc11	0.0083
Gm12739	0.0027
Gm22345	0.0081
Prpf38a	0.0865
Orc1	0.0019
Gm12743	-0.0167
Cc2d1b	-0.0115
Gm17354	-0.0039
Zfyve9	-0.1201
3110021N24Rik	-0.0303
Btf3l4	0.0245
Txndc12	-0.0097
Kti12	-0.0172
Rab3b	-0.0175
Nrd1	-0.0171
Osbpl9	-0.0356
Calr4	1e-04
Eps15	-0.005
Gm12749	0.0012
Rnf11	0.0449
9630013D21Rik	0.0199
Cdkn2c	0.1439
Faf1	-0.0554
Gm12808	-0.008
Dmrta2os	0.0146
Dmrta2	0.0339
Elavl4	-0.021
Agbl4	0.0018
Bend5	-0.0146
Spata6	8e-04
Trabd2b	-0.0046
Cmpk1	0.0421
Efcab14	-0.0258
Atpaf1	-0.0051
Mob3c	0.0146
Mknk1	-0.0018
Faah	-0.0135
Nsun4	0.0028
Uqcrh	-0.0527
Gm12854	0.0148
Lrrc41	0.0386
Rad54l	-0.0099
Pomgnt1	-0.083
Lurap1	0.0326
Pik3r3	-0.0079
Mast2	-0.0512
Ipp	0.007
Tmem69	0.2335
Gpbp1l1	0.0522
C530005A16Rik	0.0056
Ccdc17	0.0233
Nasp	0.016
Akr1a1	-0.0699
Prdx1	-0.0049
Mmachc	0.0371
Ccdc163	0.0091
Tesk2	0.0109
Toe1	0.0762
Mutyh	0.0674
Hpdl	-0.0124
Gm12996	-0.0075
Zswim5	0.002
Urod	-0.0061
Hectd3	0.0134
Eif2b3	-0.0662
Btbd19	-0.0019
Tctex1d4	-0.0248
Plk3	-0.0206
Rps8	-0.0362
Gm1661	-0.0283
Tmem53	-0.0919
Rnf220	-0.2382
Eri3	-0.0936
Dmap1	-0.0039
Gm12844	0.0178
Slc6a9	-0.0832
B4galt2	-0.009
Atp6v0b	-0.0382
Dph2	0.1593
Ipo13	0.0502
St3gal3	0.0238
Kdm4a	0.0293
Ptprf	0.0304
Hyi	0.0115
Szt2	-0.0042
Med8	0.0136
Elovl1	-0.1246
Tie1	-0.0263
Cfap57	-0.003
Ebna1bp2	-0.0389
Lao1	0.0079
Slc2a1	-0.0617
Zfp691	2.7569
Ermap	-0.0046
Ccdc23	-0.0279
AU022252	-0.0374
Lepre1	-0.0484
Cldn19	0.001
Ybx1	-0.0379
RP23-390M8.5	0.0072
Ppih	0.0036
Ccdc30	-0.0744
Ldha-ps2	-0.0387
Ppcs	-0.019
Zmynd12	-0.0045
Rimkla	-0.0064
AA415398	0.019
Foxj3	0.012
Hivep3	0.1683
Foxo6	-0.0037
Scmh1	0.0579
Ctps	-0.0031
Kcnq4	0.529
Nfyc	-0.0038
Rims3	0.0201
Exo5	0.0228
Zfp69	-0.0041
Smap2	-0.0119
Col9a2	0.0104
Zmpste24	-0.0244
Rlf	0.0238
Gm12892	-0.0384
Ppt1	-0.0657
Cap1	0.0067
Mfsd2a	-0.0108
4933421A08Rik	2e-04
Mycl	-0.0065
Trit1	-0.0026
Ppie	-0.0278
Hpcal4	-0.0036
Nt5c1a	-0.0049
Heyl	-0.0344
Pabpc4	0.0273
Macf1	0.109
Gm12924	0.013
Gm12925	0.0187
Ndufs5	-0.0385
Akirin1	-0.0442
Rhbdl2	0.013
D130007C19Rik	0.1625
Mycbp	-0.0927
Gm12905	0.0029
Rragc	-0.0337
Pou3f1	-0.0353
Utp11l	0.0383
Sf3a3	0.0113
Gm12917	-5e-04
Inpp5b	-0.0039
Mtf1	0.0398
1110065P20Rik	-0.0176
Yrdc	0.0195
Maneal	0.0897
Cdca8	0.0053
9930104L06Rik	0.0173
Rspo1	-6e-04
Gnl2	0.0418
Dnali1	-0.032
Snip1	0.0031
Gm12932	-0.0025
Meaf6	-0.0556
Zc3h12a	-0.0086
Ftl2	-0.1441
Csf3r	-0.0223
Mrps15	-0.13
Oscp1	0.0153
Lsm10	-0.1077
Stk40	0
Eva1b	-0.1054
Sh3d21	0.0219
Thrap3	0.0221
Map7d1	-0.0662
Trappc3	-0.0226
Col8a2	-0.0052
Adprhl2	0.0281
Tekt2	-0.0151
Ago3	8e-04
Ago1	0.0951
Ago4	0.0091
5730409E04Rik	-0.0144
Psmb2	-0.0296
Ncdn	-0.0558
AU040320	-0.0139
Zmym4	-0.0202
Sfpq	0.0456
Gm12940	0.0739
Zmym1	-0.0167
Zmym6	0.01
Gm12942	-0.0246
Dlgap3	0.0018
Smim12	-0.0362
Gja4	-0.0345
Csmd2	-0.0079
Zscan20	0.0123
Phc2	-0.009
Zfp362	0.0103
Trim62	0.0492
Azin2	-0.0854
Ak2	-0.0811
1700086P04Rik	0.0087
Rnf19b	-0.008
Hpca	-0.0221
Fndc5	-0.8392
S100pbp	0.0525
Yars	-0.0374
C77080	0.0185
Rbbp4	0.0062
Zbtb8os	-0.0493
Zbtb8a	1e-04
Bsdc1	-0.029
Marcksl1	-0.7562
Hdac1	-0.0518
Lck	-0.0015
Fam167b	-0.0093
Eif3i	0.0217
Tmem234	-0.1073
Dcdc2b	0.0609
Iqcc	-0.0549
Ccdc28b	-0.0167
Txlna	-0.0857
Kpna6	-0.0062
Tmem39b	0.0456
Khdrbs1	0.0119
Ptp4a2	-0.04
Gm12966	0.0163
1700003M07Rik	-0.0364
Bai2	0.0315
Gm12963	-0.01
Col16a1	0.03
Pef1	0.137
Tinagl1	-0.1047
Serinc2	-0.0384
Fabp3	-0.0223
Zcchc17	-0.1614
Snrnp40	0.0086
Nkain1	0.009
Pum1	-0.0069
Sdc3	-0.0546
Laptm5	-2.5824
Ptpru	-0.0111
Mecr	-0.0874
Srsf4	0.0462
RP23-13A13.6	0.0019
Gm12992	0.0077
Tmem200b	-0.0187
Epb4.1	-0.0153
Ythdf2	-0.0452
Gmeb1	-0.0479
Taf12	-0.0736
Rab42	0.0133
Snhg12	-0.0081
Trnau1ap	0.0071
Rcc1	0.0696
Snhg3	0.006
Gm17300	0.0124
Phactr4	0.0032
Med18	-0.0252
Sesn2	0.0138
Atpif1	-0.0438
Dnajc8	-0.2519
Ptafr	-0.0225
Eya3	-1e-04
Xkr8	0.022
Smpdl3b	0.1335
Rpa2	0.0301
Themis2	-0.0089
Ppp1r8	0.1436
Stx12	-0.0155
Gm13033	-0.0056
Fam76a	-0.0505
Ahdc1	0.1378
Wasf2	-0.0277
Gpr3	0.0125
Cd164l2	-0.0153
Map3k6	0.0069
Sytl1	0.0032
Tmem222	0.0087
Wdtc1	0.03
Slc9a1	0.0284
Trnp1	-0.0175
Nudc	-0.2493
Gpatch3	0.0046
Gpn2	-0.0442
Sfn	5e-04
Zdhhc18	0.0758
Pigv	-0.0511
Arid1a	0.0997
Rps6ka1	-0.1182
Hmgn2	-0.0853
Dhdds	0.0339
Ubxn11	-0.0503
Sh3bgrl3	-0.1692
Cep85	-0.5342
Zfp593	0.0025
Grrp1	-0.0805
Pdik1l	-0.0026
Slc30a2	0.0028
Extl1	-0.0193
Pafah2	0.0122
1700021N21Rik	0.0049
Stmn1	-0.7366
Paqr7	0.3077
Mtfr1l	-0.0774
Sepn1	0.0675
Man1c1	0.0171
Ldlrap1	-0.0578
Tmem57	0.1179
Rhd	-0.0055
Tmem50a	-0.0941
Rsrp1	0.04
Syf2	-0.0905
Clic4	-0.891
Srrm1	0.017
Rcan3	0.0078
Nipal3	-0.0103
Stpg1	-0.0095
Gm12989	0.0022
Myom3	0.0101
Srsf10	0.005
Pnrc2	0.033
Fuca1	-0.241
Hmgcl	-0.084
Gale	-0.0025
Lypla2	0.0624
Pithd1	-0.0119
Tceb3	-0.1856
Rpl11	-0.0347
Id3	0.0806
E2f2	0.0077
Asap3	-0.007
Tcea3	-0.0313
Zfp46	-0.0453
Hnrnpr	0.0182
Luzp1	-0.0026
Kdm1a	0.0064
C1qb	-2.9987
C1qc	-3.0568
C1qa	-2.7892
Zbtb40	0.0166
Wnt4	-0.01
Cdc42	0.0172
2810405F17Rik	0.0055
Hspg2	-0.0195
Ldlrad2	-0.0039
Usp48	-0.0251
Rap1gap	0.0274
Alpl	0.0553
Ece1	-0.0116
Eif4g3	0.0368
2310026L22Rik	0.0102
Hp1bp3	-0.0102
Sh2d5	-0.0074
Kif17	-0.0133
Ddost	-0.0119
Pink1	-0.2922
Mul1	0.037
Camk2n1	-0.0256
Vwa5b1	-0.0094
Ubxn10	-0.0127
Pla2g2c	0.0079
Pla2g5	-0.0063
Otud3	0.0113
Tmco4	0.0249
Htr6	0.0219
ENSMUSG00000110296	0.006
Nbl1	-0.2742
Minos1	-0.0369
Capzb	-0.0609
Pqlc2	-0.0031
Akr7a5	0.0023
Mrto4	-0.0454
Emc1	0.002
Ubr4	0.0667
Iffo2	-0.0038
Aldh4a1	0.1178
Gm13028	0.0112
4933427I22Rik	0.015
Klhdc7a	0.191
Igsf21	0.0014
Arhgef10l	0.1174
Rcc2	-0.0663
Padi2	0.4143
Gm13031	0.0446
Sdhb	-0.0329
Atp13a2	0.0467
Mfap2	0.0072
Crocc	0.004
Necap2	-0.1233
Spata21	0.0054
Szrd1	0.0557
Fbxo42	0.0038
Rsg1	0.0078
RP23-18M1.6	0.0055
Arhgef19	0.1506
Gm13056	-0.0111
Gm694	-0.0197
Zbtb17	-0.1004
Spen	0.0295
B330016D10Rik	-0.0465
Tmem82	-0.0517
Slc25a34	0.1139
Plekhm2	0.0337
Ddi2	0.0228
Dnajc16	-0.0046
Casp9	0.072
Efhd2	0.0725
Gm29367	-0.0362
Fhad1	-0.064
4930455G09Rik	-0.0082
Tmem51	-0.0065
Tmem51os1	-0.0015
Kazn	-0.0038
Prdm2	0.0108
Pdpn	0.1526
Lrrc38	0.0157
Anp32b-ps1	0.009
Pramef8	-0.0035
Gm13080	-0.0158
Gm13127	-0.0176
Dhrs3	0.054
Vps13d	0.0164
Tnfrsf1b	-0.0096
Gm13139	-0.0125
Gm13152	0.003
2610305D13Rik	0.0011
Gm13157	0.0065
Gm20707	0.0058
Rps19-ps3	-0.0021
Zfp933	-0.0017
Miip	-0.031
Fv1	0.0176
Mfn2	-0.0165
Plod1	0.0618
2510039O18Rik	-0.0239
Clcn6	0.0456
Mthfr	-2e-04
Gm13202	0.0062
Agtrap	0.0368
Draxin	0.0021
Mad2l2	-0.0082
Fbxo6	-0.0245
Fbxo44	0.0194
Fbxo2	-0.0091
Ptchd2	0.0433
Ubiad1	0.1181
Gm23303	-0.0039
Mtor	0.0044
Exosc10	-0.0557
Gm13204	-0.0016
Srm	-0.0274
Masp2	-0.0012
Tardbp	0.0099
Casz1	-0.0095
Gm17029	0.0189
Pex14	0
Dffa	-0.0177
Apitd1	-4e-04
Pgd	0.039
Kif1b	0.0015
Ube4b	0.0048
Ube4bos1	2e-04
Trmt112-ps2	0.0119
Nmnat1	0.0866
Gm13097	0.0066
Lzic	0.0063
Gm13071	0.0022
Ctnnbip1	-0.0277
Clstn1	-0.0047
Pik3cd	-0.0178
Tmem201	0.0295
Slc25a33	0.0431
Gm13068	0.0183
Spsb1	0.0089
H6pd	-0.0117
Gpr157	0.0016
Slc2a5	-2.7229
Eno1	-0.0394
Rere	0.0833
Gm13091	-0.0054
Errfi1	-0.0182
Park7	-0.1073
Camta1	-0.0311
Per3	0.1515
Vamp3	0.0157
Dnajc11	-0.0394
Thap3	-0.0678
Phf13	0.0049
Klhl21	-0.0084
Zbtb48	0.0361
Nol9	0.0317
Plekhg5	-0.0688
Tnfrsf25	-0.0133
Espn	0.0028
Acot7	0.015
Gpr153	-0.0029
Icmt	-0.06
Rpl22	0.035
Chd5	0.0045
Kcnab2	-0.0146
Nphp4	0.0048
Ajap1	-0.0205
A430005L14Rik	-0.0835
Dffb	0.0057
Cep104	0.0152
Lrrc47	-0.0054
Smim1	0.0061
Trp73	-0.0396
Wrap73	0.0475
Tprgl	-0.1255
Megf6	-0.0097
Arhgef16	-0.0022
Prdm16	0.0532
B230104I21Rik	-0.0103
Gm13133	5e-04
Gm13134	0.0037
Gm13111	0.1033
Gm27202	0.0038
Gm13110	0.0425
Ttc34	-0.0039
Gm13112	-0.0026
Fam213b	0.0033
Hes5	-0.0093
Pank4	-0.0258
Plch2	0.0012
Pex10	0.0188
Rer1	-0.0408
Morn1	-0.0635
Ski	-0.0426
2610002J02Rik	-0.0217
Prkcz	-0.0671
Gabrd	0.0122
5830444B04Rik	-0.0147
C030017K20Rik	-0.0821
Tmem52	0.02
Gnb1	0.036
Nadk	-0.0056
Slc35e2	0.0799
Gm16023	0.0068
Cdk11b	0.0069
Mmp23	-0.0038
Mib2	-0.0218
B930041F14Rik	0.0174
Ssu72	0.0486
1500002C15Rik	-0.0022
Tmem240	-0.0231
Atad3a	0.0153
Atad3aos	-0.0061
Vwa1	-0.1313
Tmem88b	-0.0024
Mrpl20	-0.004
Ccnl2	-0.0137
Aurkaip1	-0.1443
Mxra8	-0.0202
Dvl1	0.0515
Tas1r3	0.0204
Cptp	-0.0549
Cpsf3l	0.0554
Pusl1	0.0714
Acap3	-0.1346
Ube2j2	-0.0116
Fam132a	0.0146
B3galt6	-0.0217
Sdf4	-0.2225
Tnfrsf4	-0.0158
RP23-118E21.11	-0.0159
Gm16008	-0.0658
Tnfrsf18	-0.026
9430015G10Rik	0.0346
Rnf223	-0.0059
Agrn	0.1045
Isg15	-0.0589
AW011738	0.052
Perm1	0.0153
Plekhn1	0.0435
Noc2l	-0.0968
Cdk6	-0.01
Fam133b	-0.0237
1700109H08Rik	-0.0041
Rbm48	0.0088
ENSMUSG00000104891	0.0094
Pex1	0.0106
ENSMUSG00000104950	0.0262
Gatad1	0.0142
Ankib1	-0.0756
Krit1	0.019
Mterf1a	0.0124
Akap9	-0.0904
ENSMUSG00000105893	-0.0148
ENSMUSG00000106535	0.0053
Cyp51	0.0428
Mterf1b	0.0046
Fzd1	0.0137
Cdk14	0.0258
ENSMUSG00000106472	0.0027
Cldn12	-0.0067
Gtpbp10	0.018
Cfap69	-0.005
Steap2	0.0138
Steap1	-0.0159
Gm15459	-0.0933
Tubb4b-ps1	0.0067
Sri	-0.2965
Adam22	0.0154
Dbf4	0.0096
Slc25a40	0.0308
Rundc3b	-0.0145
Abcb1a	-3.1808
Gm5106	0.016
Abcb1b	-0.0981
ENSMUSG00000105870	-0.0067
Abcb4	0.0029
ENSMUSG00000106664	-0.0158
Crot	0.0239
Tmem243	-0.0546
Dmtf1	0.0354
Gm7332	-0.0198
9330182L06Rik	0.0094
Grm3	0.1321
ENSMUSG00000106637	0.0097
Sema3d	-0.0121
Gm10481	0.0115
Pclo	0.6631
ENSMUSG00000105571	0.0039
Cacna2d1	-0.0348
Hgf	-0.0439
ENSMUSG00000106339	-0.0507
Sema3c	-0.045
Gnai1	-0.0509
ENSMUSG00000106498	0.0093
4921504A21Rik	-0.0367
Magi2	0.0954
ENSMUSG00000106559	0.0212
Phtf2	-0.0123
Tmem60	-0.0534
Rsbn1l	0.1074
A630072M18Rik	0.0015
Ptpn12	0.0798
Gsap	0.0563
ENSMUSG00000104920	0.0095
Ccdc146	-0.0168
Fam185a	-6e-04
Armc10	0.0316
Napepld	0.0085
Pmpcb	0.0334
Dnajc2	-0.1418
Psmc2	-0.0333
Reln	-0.0121
Orc5	0.0216
Gm15421	0.0271
6030443J06Rik	0.0063
ENSMUSG00000105156	0.0041
ENSMUSG00000106181	-0.0061
ENSMUSG00000104913	-0.0508
Lhfpl3	-0.0355
5031425E22Rik	-0.0408
Kmt2e	-0.0034
Srpk2	0.0237
Gm24009	0.0139
ENSMUSG00000105565	0.0947
AI506816	-0.0343
Pus7	-0.1086
Rint1	0.0064
ENSMUSG00000104569	0.0081
4933427G23Rik	0.0112
Tomm7	-0.0578
2700038G22Rik	0.0063
Fam126a	-0.0264
Klhl7	-0.0306
ENSMUSG00000106133	0.0104
ENSMUSG00000106665	0.0074
Nupl2	0.1717
Kcnh2	-0.0012
Nos3	-1.9136
Abcb8	0.0763
Asic3	-0.0023
Cdk5	0.0599
Slc4a2	-0.04
Fastk	0.0498
Tmub1	-0.0322
ENSMUSG00000105858	-0.0025
Agap3	-0.0892
Abcf2	-0.137
Gm10221	0.0114
Chpf2	0.0333
Smarcd3	-0.0104
Nub1	0.1306
Gm26648	0.0054
Wdr86	-0.0116
Crygn	-0.0372
Rheb	-0.059
Prkag2	0.0218
Prkag2os1	0.005
2900005J15Rik	0.014
Galnt11	0.055
Kmt2c	0.0181
Gm20432	0.0046
1700096K18Rik	0.0295
Xrcc2	0.006
Actr3b	-0.3378
Dpp6	-0.0231
Paxip1	-0.078
Insig1	0.1198
Rbm33	0.01
Rnf32	-0.0082
Lmbr1	0.0264
4632411P08Rik	0.0105
Nom1	0
Ube3c	0.0344
Gm5129	-0.0099
Dnajb6	-0.117
ENSMUSG00000106558	-0.0034
Tyms	0.0554
3110082J24Rik	0.0216
Gareml	0.1011
Hadha	0.0498
Hadhb	-0.1158
Ept1	-0.0253
Drc1	-0.0138
Otof	-0.0494
1700001C02Rik	-0.0618
Kcnk3	-0.04
Slc35f6	0.1852
Cenpa	-0.0059
Dpysl5	-0.0122
Mapre3	0.1525
ENSMUSG00000106229	0.01
Tmem214	-0.0077
ENSMUSG00000107086	-0.0022
Agbl5	0.0166
ENSMUSG00000107201	0.0172
Ost4	-0.0421
Emilin1	-0.0242
Khk	0.0049
Cgref1	0.0208
Abhd1	0.032
Preb	0.0091
Slc5a6	0.0324
Atraid	-0.0472
Cad	0.0159
Mpv17	0.0376
Gm29609	0.0066
Gtf3c2	0.0354
Eif2b4	-0.0024
Snx17	-0.099
Zfp513	0.0537
Ppm1g	-0.0472
ENSMUSG00000106717	-0.0103
Nrbp1	-0.0082
